query_name,query_md5,match_name,containment,intersect_hashes,ksize,scaled,moltype,match_md5,jaccard,max_containment,average_abund,median_abund,std_abund,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_weighted_found,total_weighted_hashes
qsize=5000,6424f418433b237c8a9c44a818715253,ERR11578746,0.0002,1,21,1000,DNA,84a31d07a4f5d3197efa64441eda6ee8,0.000019011768284568148,0.0002,1.0,1.0,0.0,0.666589657745114,0.5987655590110902,0.632677608378102,0.666589657745114,1,406419
qsize=5000,6424f418433b237c8a9c44a818715253,ERR984252,0.0002,1,21,1000,DNA,ed0dbab42a56d39daadcc2f5bc40fa77,0.000013034920552159234,0.0002,1.0,1.0,0.0,0.666589657745114,0.5871912981578842,0.6268904779514991,0.666589657745114,1,701635
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR11216774,0.001,1,21,1000,DNA,aaf963f1e59b45f7cca8bb29ba9ebe12,0.000017466943808841768,0.001,1.0,1.0,0.0,0.719685673001152,0.5940225802648571,0.6568541266330046,0.719685673001152,1,478284
qsize=5000,6424f418433b237c8a9c44a818715253,SRR5936177,0.0002,1,21,1000,DNA,1daa0af90b91d39a09352ee5897c62a9,4.617657923900997e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5577092248421841,0.612149441293649,0.666589657745114,1,1280048
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5936177,0.0002,2,21,1000,DNA,1daa0af90b91d39a09352ee5897c62a9,9.026940905131365e-6,0.0002,9.5,9.5,6.5,0.666589657745114,0.5764247099904557,0.6215071838677848,0.666589657745114,19,1280048
qsize=5000,6424f418433b237c8a9c44a818715253,ERR5084263,0.0002,1,21,1000,DNA,34f8c3e7df8d01b8e4afb0802a6ed79f,5.261413320846245e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5612742852318199,0.613931971488467,0.666589657745114,1,670633
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR6795873,0.0001,1,21,1000,DNA,1ed238c5379317f99886c7e9e574cf86,8.655011251514627e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5764869312428244,0.6107168041732933,0.6449466771037624,1,982778
qsize=5000,6424f418433b237c8a9c44a818715253,SRR6839839,0.0002,1,21,1000,DNA,4fcea16c5075ecad4b4c02f3aa6a0741,0.000013716480351141898,0.0002,1.0,1.0,0.0,0.666589657745114,0.588720468810646,0.62765506327788,0.666589657745114,1,237061
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7169423,0.0001,1,21,1000,DNA,db18f781f38f490af06519e71e0670b7,0.00001593701690917494,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5958446548075296,0.620395665955646,0.6449466771037624,1,517816
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR23062606,0.0001,1,21,1000,DNA,ddb91aa2797f8a1c5305829e0aeeb79c,0.000036199095022624436,0.0001,2.0,2.0,0.0,0.6449466771037624,0.6277723762837006,0.6363595266937315,0.6449466771037624,2,209786
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR14006120,0.0002,2,21,1000,DNA,7932bc4cff2d09ba9c7a2195184a69a2,0.00001156370154086323,0.0002,1.0,1.0,0.0,0.666589657745114,0.5836343013548257,0.6251119795499699,0.666589657745114,2,1636356
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR163448,0.0001,1,21,1000,DNA,0bbc1c00ba4dbb5efbd2e91bbc6bfe0e,0.00001929123984798503,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6024558065105305,0.6237012418071465,0.6449466771037624,1,311944
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7353078,0.0001,1,21,1000,DNA,c8f4ac1f4d5cff1c4181017b8c61a9a4,0.00001471345545501361,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5931741577297762,0.6190604174167693,0.6449466771037624,1,583113
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR14674836,0.0002,2,21,1000,DNA,e7f8ada9a61c14c4151ae834270cdf9d,7.088830130363586e-6,0.0002,1.5,1.5,0.5,0.666589657745114,0.5695546848826454,0.6180721713138797,0.666589657745114,3,1855242
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR10764071,0.0001,1,21,1000,DNA,537ce4a558e300243f88da9ab3105d23,7.522247045637473e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5723130603197454,0.608629868711754,0.6449466771037624,1,2530125
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR4305512,0.0001,1,21,1000,DNA,e7cbcf87026b58e6b1b3872fec1da1f0,4.522922169555306e-6,0.0001,55.0,55.0,0.0,0.6449466771037624,0.5577675385013475,0.601357107802555,0.6449466771037624,55,1438381
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7544309,0.0001,1,21,1000,DNA,0418289914067f30cac88cd1fbee0158,0.000015636483042234142,0.0001,1.0,1.0,0.0,0.6449466771037624,0.595203588048336,0.6200751325760492,0.6449466771037624,1,454870
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR1197492,0.0001,1,21,1000,DNA,8cf9dc604606b39c38b633f2a2ca7a97,0.000029282576866764276,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6184275149889699,0.6316870960463661,0.6449466771037624,1,329030
qsize=5000,6424f418433b237c8a9c44a818715253,ERR2739019,0.0002,1,21,1000,DNA,023023ed3cd5e26bdc8ffefc4cc0ca3c,5.8002285290040425e-6,0.0002,13.0,13.0,0.0,0.666589657745114,0.5639605845331256,0.6152751211391199,0.666589657745114,13,650278
qsize=5000,6424f418433b237c8a9c44a818715253,ERR2221238,0.0002,1,21,1000,DNA,37a7c4d024ceeaf1bf5983ad29049f5d,0.00001465910256974068,0.0002,1.0,1.0,0.0,0.666589657745114,0.5907293317493046,0.6286594947472093,0.666589657745114,1,496617
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR2221238,0.0001,1,21,1000,DNA,37a7c4d024ceeaf1bf5983ad29049f5d,0.000013658030238878948,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5907293317493046,0.6178380044265335,0.6449466771037624,1,496617
qsize=5000,6424f418433b237c8a9c44a818715253,SRR10917245,0.0002,1,21,1000,DNA,2ab520495004521844363af8ba2048df,9.017051243902219e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5763932011232232,0.6214914294341687,0.666589657745114,1,9987829
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR10917245,0.0001,1,21,1000,DNA,2ab520495004521844363af8ba2048df,8.628053252344674e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5763932011232232,0.6106699391134929,0.6449466771037624,1,9987829
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR22401107,0.0002,2,21,1000,DNA,9b38a8cd3510663f80f6092d6bb6e34d,6.360089168450142e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5665184655378459,0.61655406164148,0.666589657745114,2,2913892
qsize=5000,6424f418433b237c8a9c44a818715253,SRR18959431,0.0002,1,21,1000,DNA,cdf90f905dbf8573d23d9bdbe9ed2ff0,7.331378299120235e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5705020458690016,0.6185458518070578,0.666589657745114,1,3806169
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR18959431,0.0001,1,21,1000,DNA,cdf90f905dbf8573d23d9bdbe9ed2ff0,7.072135785007072e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5705020458690016,0.607724361486382,0.6449466771037624,1,3806169
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR26463940,0.0001,1,21,1000,DNA,6447b3979193e53eaf027c0192971527,0.00001853533762117477,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6010433257927986,0.6229950014482806,0.6449466771037624,1,842316
qsize=5000,6424f418433b237c8a9c44a818715253,SRR17276791,0.0002,1,21,1000,DNA,5b526a9689dd6fd63df2146852b710e2,0.000018533619986655795,0.0002,1.0,1.0,0.0,0.666589657745114,0.5979646161015388,0.6322771369233264,0.666589657745114,1,486011
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR9877383,0.0001,1,21,1000,DNA,d25bf98af25d6ffad7140f4db2dda0df,0.000040480913249402905,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6332142660326402,0.6390804715682012,0.6449466771037624,1,374969
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR11125512,0.001,1,21,1000,DNA,222b491dcb6fc58014db43369805e6fc,5.174992366886259e-6,0.001,2.0,2.0,0.0,0.719685673001152,0.560258697965548,0.63997218548335,0.719685673001152,2,576348
qsize=5000,6424f418433b237c8a9c44a818715253,SRR11125512,0.0002,1,21,1000,DNA,222b491dcb6fc58014db43369805e6fc,5.070042639058594e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.560258697965548,0.613424177855331,0.666589657745114,1,576348
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR11125512,0.0003,3,21,1000,DNA,222b491dcb6fc58014db43369805e6fc,0.000014834227507602542,0.0003,5.333333333333333,4.0,2.6246692913372702,0.6795851327658305,0.590348776351432,0.6349669545586313,0.6795851327658305,16,576348
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR13243533,0.001,1,21,1000,DNA,3e5c7111cc423aa5636db3d081b84ce0,4.840364769889059e-6,0.001,12.0,12.0,0.0,0.719685673001152,0.558469167632911,0.6390774203170315,0.719685673001152,12,1796107
qsize=5000,6424f418433b237c8a9c44a818715253,SRR13243533,0.0004,2,21,1000,DNA,3e5c7111cc423aa5636db3d081b84ce0,9.496901635841308e-6,0.0004,2.0,2.0,1.0,0.6889589288344534,0.5772101547764517,0.6330845418054525,0.6889589288344534,4,1796107
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR13243533,0.0003,3,21,1000,DNA,3e5c7111cc423aa5636db3d081b84ce0,0.000013915044017922577,0.0003,8.0,6.0,5.0990195135927845,0.6795851327658305,0.5884631348683953,0.6340241338171129,0.6795851327658305,24,1796107
qsize=5000,6424f418433b237c8a9c44a818715253,SRR13271623,0.0002,1,21,1000,DNA,8614eaed505e86c812fd527305355c3b,3.1922670522925265e-6,0.0002,10.0,10.0,0.0,0.666589657745114,0.5478013849331793,0.6071955213391467,0.666589657745114,10,1464797
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR13271623,0.0002,2,21,1000,DNA,8614eaed505e86c812fd527305355c3b,6.284249157910613e-6,0.0002,2.5,2.5,1.5,0.666589657745114,0.5661843849397162,0.6163870213424152,0.666589657745114,5,1464797
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR11777704,0.0001,1,21,1000,DNA,6da82bdeb2c810a53953f24b0d8b269a,2.556825445526834e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5422950541839794,0.5936208656438708,0.6449466771037624,1,4853001
qsize=5000,6424f418433b237c8a9c44a818715253,SRR10879531,0.0002,1,21,1000,DNA,fe2f5b43e31ae6742ca02dca85c87a87,0.00001832743800744094,0.0002,1.0,1.0,0.0,0.666589657745114,0.5976138447225106,0.6321017512338123,0.666589657745114,1,473944
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR12195235,0.0001,1,21,1000,DNA,65e6b03290540f2745bbdc2f2ed7c642,4.599519810131822e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5582350937895805,0.6015908854466714,0.6449466771037624,1,278045
qsize=5000,6424f418433b237c8a9c44a818715253,SRR13995394,0.0002,1,21,1000,DNA,46eece7a4080b78b51ee560a3e54cb1a,0.00003108776074859328,0.0002,1.0,1.0,0.0,0.666589657745114,0.6149706606774663,0.6407801592112902,0.666589657745114,1,319191
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR19536620,0.001,1,21,1000,DNA,ad55f0f5df3de9f28e666517974b02b9,3.608349721254984e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5506794923146016,0.6351825826578767,0.719685673001152,1,7267213
qsize=100,36c3fdb0e95a270b636308b47d19df42,SRR1569406,0.01,1,21,1000,DNA,4a5741d833b25ff83272c5baa54e7332,0.0000388455114011576,0.01,1.0,1.0,0.0,0.8030857221391514,0.6166635755895292,0.7098746488643404,0.8030857221391514,1,50634
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR7696672,0.0001,1,21,1000,DNA,c2894376f3498f13289e545087afb803,3.1980146724913172e-6,0.0001,258.0,258.0,0.0,0.6449466771037624,0.5482766494745341,0.5966116632891483,0.6449466771037624,258,22486913
qsize=5000,6424f418433b237c8a9c44a818715253,SRR17957672,0.0002,1,21,1000,DNA,7ae9a8758a23b281761c66b5fe9cd7e3,0.00001602487059916991,0.0002,1.0,1.0,0.0,0.666589657745114,0.5934494160958248,0.6300195369204694,0.666589657745114,1,208549
qsize=5000,6424f418433b237c8a9c44a818715253,SRR21116710,0.0002,1,21,1000,DNA,c9fc74fd03fb773a093f81f455d2b65d,2.9344100662002912e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.545574702110332,0.606082179927723,0.666589657745114,1,9795556
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR21116710,0.0001,1,21,1000,DNA,c9fc74fd03fb773a093f81f455d2b65d,2.891978807579298e-6,0.0001,1.0,1.0,0.0,0.6449466771037624,0.545574702110332,0.5952606896070471,0.6449466771037624,1,9795556
qsize=5000,6424f418433b237c8a9c44a818715253,SRR29661717,0.0002,1,21,1000,DNA,c2c0ecc0bd5c3a4d7bdbe7069275db70,0.00004773041859577109,0.0002,1.0,1.0,0.0,0.666589657745114,0.6307626159815475,0.6486761368633307,0.666589657745114,1,309957
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR2737837,0.0001,1,21,1000,DNA,4af14b1c344966f8562477ec7ea00ad5,0.000010617740120192818,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5827274880470749,0.6138370825754187,0.6449466771037624,1,165683
qsize=1000,06e3ed33658503f35a60705dda70ec6b,DRR227388,0.001,1,21,1000,DNA,3bf367d0ca4f9ce8750ae58682d09c8f,2.1041379977864468e-6,0.001,6.0,6.0,0.0,0.719685673001152,0.536677907968011,0.6281817904845814,0.719685673001152,6,8690941
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,DRR227388,0.0001,1,21,1000,DNA,3bf367d0ca4f9ce8750ae58682d09c8f,2.065031987345484e-6,0.0001,2.0,2.0,0.0,0.6449466771037624,0.536677907968011,0.5908122925358867,0.6449466771037624,2,8690941
qsize=5000,6424f418433b237c8a9c44a818715253,SRR22071724,0.0002,1,21,1000,DNA,6d1427dbc7f7aa43446441be0ba35044,1.4664928383822237e-6,0.0002,22.0,22.0,0.0,0.666589657745114,0.5276621898776638,0.5971259238113888,0.666589657745114,22,5163883
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR22071724,0.0004,4,21,1000,DNA,6d1427dbc7f7aa43446441be0ba35044,5.8232978500384335e-6,0.0004,1.25,1.0,0.4330127018922193,0.6889589288344534,0.5636707498937458,0.6263148393640996,0.6889589288344534,5,5163883
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR12882139,0.0001,1,21,1000,DNA,64bd034be21890e16659af72f5d95f08,0.000010339871578794992,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5819060791582841,0.6134263781310232,0.6449466771037624,1,1431511
qsize=5000,6424f418433b237c8a9c44a818715253,SRR21283599,0.0004,2,21,1000,DNA,0e55a0ace21ce3aec4309ef0419e91bf,4.889604944368519e-6,0.0004,1.5,1.5,0.5,0.6889589288344534,0.5589365774923757,0.6239477531634146,0.6889589288344534,3,3222560
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR21283599,0.0002,2,21,1000,DNA,0e55a0ace21ce3aec4309ef0419e91bf,4.830556166084182e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5589365774923757,0.6127631176187449,0.666589657745114,2,3222560
qsize=1000,06e3ed33658503f35a60705dda70ec6b,SRR7841123,0.001,1,21,1000,DNA,adbca7587a2d974bd84ec63c8bf63808,8.56971462850287e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5739717219890437,0.6468286974950979,0.719685673001152,1,900676
qsize=5000,6424f418433b237c8a9c44a818715253,SRR7841123,0.0004,2,21,1000,DNA,adbca7587a2d974bd84ec63c8bf63808,0.000016571518531100596,0.0004,1.0,1.0,0.0,0.6889589288344534,0.5932329404877221,0.6410959346610878,0.6889589288344534,2,900676
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR32506177,0.0001,1,21,1000,DNA,d7430c65dbbf06c61d0b5a836a13e0e1,0.000016340403281152978,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5966909533563661,0.6208188152300642,0.6449466771037624,1,1095768
qsize=5000,6424f418433b237c8a9c44a818715253,SRR2175724,0.0002,1,21,1000,DNA,c62dbd0f0ab24bbefd4487575c071f4c,2.3855872361540515e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5401502158466408,0.6033699367958774,0.666589657745114,1,3197264
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR2175724,0.0003,3,21,1000,DNA,c62dbd0f0ab24bbefd4487575c071f4c,7.072435888368672e-6,0.0003,1.0,1.0,0.0,0.6795851327658305,0.5691603184902897,0.6243727256280601,0.6795851327658305,3,3197264
qsize=1000,06e3ed33658503f35a60705dda70ec6b,ERR1539341,0.001,1,21,1000,DNA,02157e7511f5e290d5e5a4ed3dafad85,1.948622616103807e-6,0.001,1.0,1.0,0.0,0.719685673001152,0.5347152509592721,0.6272004619802121,0.719685673001152,1,3431526
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR1539341,0.0003,3,21,1000,DNA,02157e7511f5e290d5e5a4ed3dafad85,5.745134349966774e-6,0.0003,6.333333333333333,1.0,7.542472332656507,0.6795851327658305,0.5634334553779058,0.6215092940718682,0.6795851327658305,19,3431526
qsize=5000,6424f418433b237c8a9c44a818715253,ERR9805765,0.0004,2,21,1000,DNA,664ef0cb1905b13b4a4c8dd68ffe8fc9,6.624161629543761e-6,0.0004,1.0,1.0,0.0,0.6889589288344534,0.5671950022683542,0.6280769655514038,0.6889589288344534,2,2512053
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR13499300,0.0001,1,21,1000,DNA,a86a83d894bf7f3c51f71a07412e8b34,0.000035955702574428306,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6274569717297914,0.6362018244167769,0.6449466771037624,1,202362
qsize=5000,6424f418433b237c8a9c44a818715253,ERR13446404,0.0002,1,21,1000,DNA,35eb582bda0af42a564a54488875a27a,1.8082921042733558e-6,0.0002,2.0,2.0,0.0,0.666589657745114,0.5329965472369091,0.5997931024910116,0.666589657745114,2,2678135
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR13446404,0.0003,3,21,1000,DNA,35eb582bda0af42a564a54488875a27a,5.37628627649165e-6,0.0003,10.333333333333334,2.0,12.498888839501783,0.6795851327658305,0.5616224444233378,0.6206037885945841,0.6795851327658305,31,2678135
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR1005505,0.0001,1,21,1000,DNA,e05aec2245e67e7a613d8d014e4453af,0.000023578788521845746,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6098239606570313,0.6273853188803968,0.6449466771037624,1,330019
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR13508434,0.0001,1,21,1000,DNA,65265b041eca1ef738ecc5505040cbb3,0.000012657106332350298,0.0001,4.0,4.0,0.0,0.6449466771037624,0.5882693442184559,0.6166080106611092,0.6449466771037624,4,445100
qsize=5000,6424f418433b237c8a9c44a818715253,SRR15679779,0.0002,1,21,1000,DNA,f9c2f02eccf7ce3d0898a8678767ab49,5.514442324447729e-6,0.0002,1.0,1.0,0.0,0.666589657745114,0.5625659181984234,0.6145777879717687,0.666589657745114,1,966670
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR15679779,0.0001,1,21,1000,DNA,f9c2f02eccf7ce3d0898a8678767ab49,5.366476693391721e-6,0.0001,9.0,9.0,0.0,0.6449466771037624,0.5625659181984234,0.6037562976510928,0.6449466771037624,9,966670
qsize=5000,6424f418433b237c8a9c44a818715253,SRR27067768,0.0008,4,21,1000,DNA,95a8103e1b1bce8f404d5848680b6261,4.258685322547503e-6,0.0008,1.0,1.0,0.0,0.7120788630690342,0.5550875835219062,0.6335832232954702,0.7120788630690342,4,1881860
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR27067768,0.0003,3,21,1000,DNA,95a8103e1b1bce8f404d5848680b6261,3.177097784715618e-6,0.0003,1.3333333333333333,1.0,0.4714045207910317,0.6795851327658305,0.5475352061734311,0.6135601694696309,0.6795851327658305,4,1881860
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR20591888,0.0001,1,21,1000,DNA,ab93729b5d68a1bb5c9bdf1df14cf387,0.00002767706401704907,0.0001,2.0,2.0,0.0,0.6449466771037624,0.6161102659026272,0.6305284715031948,0.6449466771037624,2,224122
qsize=5000,6424f418433b237c8a9c44a818715253,SRR11575329,0.0002,1,21,1000,DNA,289444f7c0be8f9dd8715fbb297d4b84,0.000013452432199741713,0.0002,1.0,1.0,0.0,0.666589657745114,0.5881361237406902,0.6273628907429021,0.666589657745114,1,339958
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR11575329,0.0001,1,21,1000,DNA,289444f7c0be8f9dd8715fbb297d4b84,0.000012604618332156903,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5881361237406902,0.6165414004222263,0.6449466771037624,1,339958
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,ERR1023720,0.0001,1,21,1000,DNA,df39722062830bf285fe4ba3b8af2411,0.000021280670766742568,0.0001,1.0,1.0,0.0,0.6449466771037624,0.605997812607622,0.6254722448556922,0.6449466771037624,1,313484
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR5415387,0.0001,1,21,1000,DNA,e48d389bcf653bec24751a2f1847971b,0.00003271501946543658,0.0001,1.0,1.0,0.0,0.6449466771037624,0.6231748269080312,0.6340607520058967,0.6449466771037624,1,182650
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR6659171,0.0001,1,21,1000,DNA,9738d7b61de61b11d02c62f2e8dad1d2,0.000014121900242896684,0.0001,1.0,1.0,0.0,0.6449466771037624,0.5918213744674006,0.6183840257855815,0.6449466771037624,1,605039
qsize=10000,65baffe3161e376e238e0d0a44d7b27b,SRR6184452,0.0001,1,21,1000,DNA,46c19d6ef9a5e6097abbbfefcee02404,0.00003168567807351077,0.0001,6.0,6.0,0.0,0.6449466771037624,0.6217772307632781,0.6333619539335202,0.6449466771037624,6,193446
